"Labeled Data","Final Label","Dataset Name"
"I did this very often with my co-intern, Alex.","NA","Student"
"I didn't necessarily gain leadership from this internship","NA","Student"
"However, I did take lead in some of the meetings with the suppliers as a representative of ZF, which I believe was crucial.
","STC","Student"
"This involves many voices: myself, other employees, clients, and I, as the building tech am the one who leads the conversation toward what we can do and how we can bring ideas to reality.","STF","Student"
"I don't think my internship offered a lot of leadership opportunities because the whole point is to learn not lead!","NA","Student"
"Bradley has already a very comprehensive set of advanced skills.","NA","Mentor"
"Leveraging these skills and developing leadership will set him on a very successful career path.","NA","Mentor"
"This is not to say that Bradley has a weakness in this area, but to emphasize his great potential.
","NA","Mentor"
"This went towards our shared goal of rebranding the Watt. 
","TF","Student"
"Each student do not learn everything at the same speed.","NA","Student"
"Brendan's role did not require leadership to be successful, but in the future Brendan could improve and be a leader to leverage others strengths to achieve a common goal.
","TF","Mentor"
"An example of leadership would be when I observed Mark Jensen (my mentor), divvying up tasks to the three interns (myself included) that were working at the time.","TC","Student"
"Brendan's role did not require leadership to be successful, but in the future Brendan could improve and be a leader to leverage others strengths to achieve a common goal.
","IDK","Mentor"
"An example of leadership would be when I observed Mark Jensen (my mentor), divvying up tasks to the three interns (myself included) that were working at the time.","TC","Student"
"I encouraged my fellow internship to apply for 4-H extension agent positions post graduation and helped her prepare
","TF","Student"
"I engaged anthropology club members to become involved in the new Business Anthropology course through a brief presentation and the distribution of fliers.","TF","Student"
"I engaged the anthropology club to communicate the goals of the business anthropology program and was able to engage them to promote the program. 
","STF","Student"
"As such, I actively learned as much as possible from the people around me.","NA","Student"
"I facilitated discussion about the types of cards we should use for Week of Gratitude.","IDK","Student"
"An example of this occurring on the job would be when one of my fellow interns was producing a piece that I knew needed to be redone.","NA","Student"
